Injection Rate (atom/cms),Altitude (km)
0.000025225957099222200,108.71346976014200
0.00003396966606800030,108.26481581901000
0.00004271337503677830,107.77502480901400
0.00003396966606800030,107.38084717647300
0.00004271337503677830,106.92262647514000
0.000057510420983941500,106.33519969067200
0.00007269180578687530,77.55372229165440
0.000051457084005556400,77.00368732052310
0.00004927115676336190,76.54913984842260
0.00003396966606800030,76.14059174137360
0.00003396966606800030,75.69860742010540
0.00003396966606800030,75.25662309883710
0.00003396966606800030,74.83472897399010
0.000021339864224209100,74.28555777629870
0.00011557761644326300,105.74040084997600
0.00013889417369333900,78.46200444855670
0.00017386900956845200,105.19312374600200
0.00018552728819348900,79.10101729355820
0.0002275803646623760,79.62062276958780
0.0002438186813186780,104.71418945956100
0.0002525623902874560,80.08484117112600
0.0002904517958188280,80.56123024748210
0.00031376835306890300,104.22420556508900
0.00031959749238142300,81.32474808574390
0.00036997791072533500,82.11798872472610
0.00039246173378790700,103.70461574317100
0.0004449239876005770,82.57340756600730
0.0005323610772883590,103.21702518485100
0.0005411047862571370,83.06658528657740
0.0006561181888464500,96.27866719051390
0.0006547730028512540,83.47065502662960
0.0007072352566639230,102.82002505876000
0.0006897478387263670,97.04671370741690
0.0006897478387263670,94.51385415205360
0.0007334663835702580,95.19998621206810
0.0007422100925390360,95.71171062719410
0.000769690320726624,97.47674829309450
0.0007946723463517060,83.97812711367600
0.0008034160553204840,93.88596942771600
0.0008558783091331530,97.98142297424830
0.0008995968539770440,102.49004647862400
0.0008879385753520060,93.38286048049380
0.0009433153988209350,84.3393744664314
0.0009857848423835730,92.35154823813880
0.000987033943664826,98.41592140248920
0.000995777652633604,92.9858554248975
0.0010569836154150500,102.13856469475400
0.0010875865968057800,99.48141221899820
0.0010569836154150500,98.84756091870290
0.0010919584512901600,84.77819229981340
0.0011094458692277200,91.71363744259840
0.0011282784731604700,101.29608665324000
0.001144420705102830,99.965650570342
0.0011269332871652800,101.80585833798000
0.0012143703768530600,100.62941795606300
0.0012056266678842800,100.29531957758200
0.0012580889216969500,91.26895699915370
0.0012301090529968600,86.42985624007820
0.0012231140858218400,85.22839615938360
0.001234355997353130,85.8433823637194
0.001336782302415960,87.03268083929790
0.0013018074665408400,85.51325128583470
0.001396739163916150,90.77622043404390
0.0013979882651974000,87.50247896657660
0.0014504505190100700,90.30020149189590
0.0014846304722516600,89.71799762645430
0.0015016636715414900,87.93330464973240
0.0015291438997290800,89.15429979654440
0.0015553750266354100,88.65480491569600
0.0015378876086978500,88.27236728592580
