,Bin Lat,Bin Long,Total Count,previous_normalized_bins,normalized_bins
0,-67.9458296854842,-178.332677165354,109.0,0.00017740307932684484,0.00017740307932684484
1,-61.407877359071,-178.332677165354,161.0,0.0002620357410240552,0.0002620357410240552
2,-56.0236471805085,-178.332677165354,136.0,0.00022134696136193483,0.00022134696136193483
3,-51.3052600781289,-178.332677165354,176.0,0.00028644900882132744,0.00028644900882132744
4,-47.0297160682568,-178.332677165354,145.0,0.00023599492204029817,0.00023599492204029817
5,-43.0727813467525,-178.332677165354,130.0,0.00021158165424302593,0.00021158165424302593
6,-35.8288401004346,-178.332677165354,111.0,0.00018065818169981445,0.00018065818169981445
7,-32.4514910281194,-178.332677165354,111.0,0.00018065818169981445,0.00018065818169981445
8,-29.1964044096322,-178.332677165354,104.0,0.00016926532339442077,0.00016926532339442077
9,-26.0416499559503,-178.332677165354,120.0,0.0001953061423781778,0.0001953061423781778
10,-22.9696765723441,-178.332677165354,121.0,0.00019693369356466262,0.00019693369356466262
11,-19.9660582971073,-178.332677165354,100.0,0.0001627551186484815,0.0001627551186484815
12,-11.251847729276,-178.332677165354,89.0,0.00014485205559714852,0.00014485205559714852
13,-8.41496808472303,-178.332677165354,94.0,0.0001529898115295726,0.0001529898115295726
14,-5.5987378162286,-178.332677165354,94.0,0.0001529898115295726,0.0001529898115295726
15,-2.796025696292,-178.332677165354,108.0,0.00017577552814036,0.00017577552814036
16,2.796025696292,-178.332677165354,123.0,0.00020018879593763225,0.00020018879593763225
17,11.251847729276,-178.332677165354,121.0,0.00019693369356466262,0.00019693369356466262
18,14.116980571303,-178.332677165354,105.0,0.00017089287458090557,0.00017089287458090557
19,17.018647403555,-178.332677165354,125.0,0.00020344389831060186,0.00020344389831060186
20,19.9660582971073,-178.332677165354,86.0,0.00013996940203769408,0.00013996940203769408
21,26.0416499559503,-178.332677165354,116.0,0.00018879593763223855,0.00018879593763223855
22,32.4514910281194,-178.332677165354,127.0,0.0002066990006835715,0.0002066990006835715
23,35.8288401004346,-178.332677165354,127.0,0.0002066990006835715,0.0002066990006835715
24,39.3566989272612,-178.332677165354,126.0,0.0002050714494970867,0.0002050714494970867
25,43.0727813467525,-178.332677165354,163.0,0.00026529084339702486,0.00026529084339702486
26,47.0297160682568,-178.332677165354,193.0,0.0003141173789915693,0.0003141173789915693
27,51.3052600781289,-178.332677165354,209.0,0.0003401581979753263,0.0003401581979753263
28,61.407877359071,-178.332677165354,179.0,0.0002913316623807819,0.0002913316623807819
29,67.9458296854842,-178.332677165354,119.0,0.00019367859119169298,0.00019367859119169298
30,77.3196165081802,-178.332677165354,81.0,0.00013183164610527,0.00013183164610527
31,-67.9458296854842,-175.498031496063,116.0,0.00018879593763223855,0.00018879593763223855
32,-61.407877359071,-175.498031496063,164.0,0.00026691839458350963,0.00026691839458350963
33,-56.0236471805085,-175.498031496063,124.0,0.00020181634712411706,0.00020181634712411706
34,-51.3052600781289,-175.498031496063,205.0,0.00033364799322938704,0.00033364799322938704
35,-47.0297160682568,-175.498031496063,174.0,0.0002831939064483578,0.0002831939064483578
36,-43.0727813467525,-175.498031496063,124.0,0.00020181634712411706,0.00020181634712411706
37,-39.3566989272612,-175.498031496063,119.0,0.00019367859119169298,0.00019367859119169298
38,-35.8288401004346,-175.498031496063,126.0,0.0002050714494970867,0.0002050714494970867
39,-32.4514910281194,-175.498031496063,111.0,0.00018065818169981445,0.00018065818169981445
40,-29.1964044096322,-175.498031496063,118.0,0.00019205104000520815,0.00019205104000520815
41,-26.0416499559503,-175.498031496063,120.0,0.0001953061423781778,0.0001953061423781778
42,-22.9696765723441,-175.498031496063,110.0,0.00017903063051332964,0.00017903063051332964
43,-19.9660582971073,-175.498031496063,99.0,0.00016112756746199667,0.00016112756746199667
44,-17.018647403555,-175.498031496063,103.0,0.00016763777220793594,0.00016763777220793594
45,-14.116980571303,-175.498031496063,97.0,0.00015787246508902706,0.00015787246508902706
46,-8.41496808472303,-175.498031496063,103.0,0.00016763777220793594,0.00016763777220793594
47,-5.5987378162286,-175.498031496063,98.0,0.00015950001627551186,0.00015950001627551186
48,0.0,-175.498031496063,108.0,0.00017577552814036,0.00017577552814036
49,2.796025696292,-175.498031496063,101.0,0.0001643826698349663,0.0001643826698349663
50,5.5987378162286,-175.498031496063,103.0,0.00016763777220793594,0.00016763777220793594
51,8.41496808472302,-175.498031496063,118.0,0.00019205104000520815,0.00019205104000520815
52,11.251847729276,-175.498031496063,108.0,0.00017577552814036,0.00017577552814036
53,14.116980571303,-175.498031496063,106.0,0.00017252042576739037,0.00017252042576739037
54,17.018647403555,-175.498031496063,108.0,0.00017577552814036,0.00017577552814036
55,22.9696765723441,-175.498031496063,112.0,0.00018228573288629928,0.00018228573288629928
56,29.1964044096322,-175.498031496063,113.0,0.00018391328407278408,0.00018391328407278408
57,32.4514910281194,-175.498031496063,115.0,0.00018716838644575371,0.00018716838644575371
58,35.8288401004346,-175.498031496063,106.0,0.00017252042576739037,0.00017252042576739037
59,39.3566989272612,-175.498031496063,152.0,0.0002473877803456919,0.0002473877803456919
60,43.0727813467525,-175.498031496063,151.0,0.00024576022915920705,0.00024576022915920705
61,47.0297160682568,-175.498031496063,167.0,0.00027180104814296407,0.00027180104814296407
62,51.3052600781289,-175.498031496063,220.0,0.0003580612610266593,0.0003580612610266593
63,56.0236471805085,-175.498031496063,115.0,0.00018716838644575371,0.00018716838644575371
64,61.407877359071,-175.498031496063,163.0,0.00026529084339702486,0.00026529084339702486
