,Bin Lat,Bin Long,Total Count,previous_normalized_bins,normalized_bins
0,-57.3631024964463,-176.592105263158,537.0,0.001046930563353921,0.001046930563353921
1,-47.4631016370138,-176.592105263158,313.0,0.0006102220974483748,0.0006102220974483748
2,-39.1667107161202,-176.592105263158,334.0,0.0006511635161270198,0.0006511635161270198
3,-31.7568638592971,-176.592105263158,171.0,0.0003333801235261089,0.0003333801235261089
4,-24.901062370367,-176.592105263158,499.0,0.0009728460914592301,0.0009728460914592301
5,-18.4084801705858,-176.592105263158,344.0,0.0006706594297835174,0.0006706594297835174
6,-12.1531974690079,-176.592105263158,210.0,0.00040941418678644957,0.00040941418678644957
7,-6.0423284190541,-176.592105263158,130.0,0.00025344687753446875,0.00025344687753446875
8,0.0,-176.592105263158,578.0,0.0011268638093455611,0.0011268638093455611
9,6.04232841905411,-176.592105263158,311.0,0.0006063229147170753,0.0006063229147170753
10,12.1531974690079,-176.592105263158,611.0,0.0011912003244120032,0.0011912003244120032
11,18.4084801705859,-176.592105263158,412.0,0.0008032316426477011,0.0008032316426477011
12,24.901062370367,-176.592105263158,547.0,0.0010664264770104187,0.0010664264770104187
13,31.7568638592971,-176.592105263158,392.0,0.0007642398153347059,0.0007642398153347059
14,39.1667107161202,-176.592105263158,447.0,0.0008714673404454427,0.0008714673404454427
15,47.4631016370138,-176.592105263158,602.0,0.0011736540021211554,0.0011736540021211554
16,57.3631024964463,-176.592105263158,252.0,0.0004912970241437394,0.0004912970241437394
17,71.3282819359921,-176.592105263158,352.0,0.0006862561607087154,0.0006862561607087154
18,-71.3282819359921,-170.276315789474,160.0,0.0003119346185039616,0.0003119346185039616
19,-57.3631024964463,-170.276315789474,640.0,0.0012477384740158463,0.0012477384740158463
20,-47.4631016370138,-170.276315789474,768.0,0.0014972861688190156,0.0014972861688190156
21,-39.1667107161202,-170.276315789474,345.0,0.0006726090211491672,0.0006726090211491672
22,-31.7568638592971,-170.276315789474,334.0,0.0006511635161270198,0.0006511635161270198
23,-24.901062370367,-170.276315789474,616.0,0.001200948281240252,0.001200948281240252
24,-18.4084801705858,-170.276315789474,233.0,0.000454254788196394,0.000454254788196394
25,-12.1531974690079,-170.276315789474,326.0,0.0006355667852018217,0.0006355667852018217
26,-6.0423284190541,-170.276315789474,523.0,0.0010196362842348245,0.0010196362842348245
27,0.0,-170.276315789474,420.0,0.0008188283735728991,0.0008188283735728991
28,6.04232841905411,-170.276315789474,458.0,0.00089291284546759,0.00089291284546759
29,12.1531974690079,-170.276315789474,221.0,0.0004308596918085969,0.0004308596918085969
30,18.4084801705859,-170.276315789474,233.0,0.000454254788196394,0.000454254788196394
31,24.901062370367,-170.276315789474,364.0,0.0007096512570965125,0.0007096512570965125
32,31.7568638592971,-170.276315789474,572.0,0.0011151662611516627,0.0011151662611516627
33,39.1667107161202,-170.276315789474,478.0,0.0009319046727805851,0.0009319046727805851
34,47.4631016370138,-170.276315789474,637.0,0.001241889699918897,0.001241889699918897
35,57.3631024964463,-170.276315789474,786.0,0.0015323788134007112,0.0015323788134007112
36,71.3282819359921,-170.276315789474,919.0,0.0017916744650321292,0.0017916744650321292
37,-71.3282819359921,-163.960526315789,271.0,0.0005283392600910849,0.0005283392600910849
38,-57.3631024964463,-163.960526315789,410.0,0.0007993324599164015,0.0007993324599164015
39,-47.4631016370138,-163.960526315789,425.0,0.0008285763304011479,0.0008285763304011479
40,-39.1667107161202,-163.960526315789,448.0,0.0008734169318110924,0.0008734169318110924
41,-31.7568638592971,-163.960526315789,334.0,0.0006511635161270198,0.0006511635161270198
42,-24.901062370367,-163.960526315789,423.0,0.0008246771476698484,0.0008246771476698484
43,-18.4084801705858,-163.960526315789,547.0,0.0010664264770104187,0.0010664264770104187
44,-12.1531974690079,-163.960526315789,340.0,0.0006628610643209183,0.0006628610643209183
45,-6.0423284190541,-163.960526315789,333.0,0.0006492139247613701,0.0006492139247613701
46,0.0,-163.960526315789,314.0,0.0006121716888140246,0.0006121716888140246
47,6.04232841905411,-163.960526315789,205.0,0.0003996662299582008,0.0003996662299582008
48,12.1531974690079,-163.960526315789,286.0,0.0005575831305758313,0.0005575831305758313
49,18.4084801705859,-163.960526315789,458.0,0.00089291284546759,0.00089291284546759
50,24.901062370367,-163.960526315789,257.0,0.0005010449809719883,0.0005010449809719883
51,31.7568638592971,-163.960526315789,235.0,0.00045815397092769354,0.00045815397092769354
52,39.1667107161202,-163.960526315789,574.0,0.001119065443882962,0.001119065443882962
53,47.4631016370138,-163.960526315789,877.0,0.0017097916276748394,0.0017097916276748394
54,57.3631024964463,-163.960526315789,986.0,0.0019222970865306632,0.0019222970865306632
55,71.3282819359921,-163.960526315789,661.0,0.0012886798926944913,0.0012886798926944913
56,-71.3282819359921,-157.644736842105,157.0,0.0003060858444070123,0.0003060858444070123
57,-57.3631024964463,-157.644736842105,330.0,0.0006433651506644207,0.0006433651506644207
58,-47.4631016370138,-157.644736842105,410.0,0.0007993324599164015,0.0007993324599164015
59,-39.1667107161202,-157.644736842105,335.0,0.0006531131074926696,0.0006531131074926696
60,-31.7568638592971,-157.644736842105,327.0,0.0006375163765674714,0.0006375163765674714
61,-24.901062370367,-157.644736842105,671.0,0.0013081758063509888,0.0013081758063509888
62,-18.4084801705858,-157.644736842105,429.0,0.0008363746958637469,0.0008363746958637469
63,-12.1531974690079,-157.644736842105,368.0,0.0007174496225591116,0.0007174496225591116
64,-6.0423284190541,-157.644736842105,148.0,0.00028853952211616447,0.00028853952211616447
