-71.3282819359921,-176.592105263158,9
-57.3631024964463,-176.592105263158,18
-47.4631016370138,-176.592105263158,16
-39.1667107161202,-176.592105263158,13
-31.7568638592971,-176.592105263158,6
-24.901062370367,-176.592105263158,12
-18.4084801705858,-176.592105263158,8
-12.1531974690079,-176.592105263158,8
-6.0423284190541,-176.592105263158,4
0,-176.592105263158,11
6.04232841905411,-176.592105263158,11
12.1531974690079,-176.592105263158,7
18.4084801705859,-176.592105263158,2
24.901062370367,-176.592105263158,7
31.7568638592971,-176.592105263158,8
39.1667107161202,-176.592105263158,7
47.4631016370138,-176.592105263158,13
57.3631024964463,-176.592105263158,5
71.3282819359921,-176.592105263158,4
-71.3282819359921,-170.276315789474,10
-57.3631024964463,-170.276315789474,8
-47.4631016370138,-170.276315789474,10
-39.1667107161202,-170.276315789474,10
-31.7568638592971,-170.276315789474,15
-24.901062370367,-170.276315789474,10
-18.4084801705858,-170.276315789474,8
-12.1531974690079,-170.276315789474,1
-6.0423284190541,-170.276315789474,3
0,-170.276315789474,2
6.04232841905411,-170.276315789474,9
12.1531974690079,-170.276315789474,6
18.4084801705859,-170.276315789474,7
24.901062370367,-170.276315789474,7
31.7568638592971,-170.276315789474,5
39.1667107161202,-170.276315789474,9
47.4631016370138,-170.276315789474,11
57.3631024964463,-170.276315789474,7
71.3282819359921,-170.276315789474,10
-71.3282819359921,-163.960526315789,5
-57.3631024964463,-163.960526315789,12
-47.4631016370138,-163.960526315789,16
-39.1667107161202,-163.960526315789,7
-31.7568638592971,-163.960526315789,10
-24.901062370367,-163.960526315789,9
-18.4084801705858,-163.960526315789,6
-12.1531974690079,-163.960526315789,10
-6.0423284190541,-163.960526315789,6
0,-163.960526315789,11
6.04232841905411,-163.960526315789,11
12.1531974690079,-163.960526315789,8
18.4084801705859,-163.960526315789,4
24.901062370367,-163.960526315789,16
31.7568638592971,-163.960526315789,12
39.1667107161202,-163.960526315789,10
47.4631016370138,-163.960526315789,15
57.3631024964463,-163.960526315789,11
71.3282819359921,-163.960526315789,11
